"Query String","Search Type","Search Result","Search Result Message","Canonical SMILES","MolPort ID","Verified amount (mg)","Unverified amount (mg)","Link"
"COc1ccc(cc1OC)C1CC(=NN1c1ccccc1)c1ccc(cc1)F","EXACT","FOUND","Search completed!","COc1ccc(cc1OC)C1CC(=NN1c1ccccc1)c1ccc(F)cc1","MolPort-002-181-903",10,10,"https://www.molport.com/shop/molecule-link/MolPort-002-181-903"
"COCCOC(=O)C1=C(C)N=C2C(=C(O)C(C(C2)C)C(=O)OC)C1c1ccc(c(c1)OCC)O","EXACT","FOUND","Search completed!","CCOc1cc(ccc1O)C1C(C(=O)OCCOC)=C(C)NC2=C1C(=O)C(C(C)C2)C(=O)OC","MolPort-000-910-596",200,200,"https://www.molport.com/shop/molecule-link/MolPort-000-910-596"
"O=C(c1ccc(cc1)[N+](=O)[O-])Nc1nnc(s1)CC(C)(C)C","EXACT","FOUND","Search completed!","CC(C)(C)Cc1nnc(NC(=O)c2ccc(cc2)[N+]([O-])=O)s1","MolPort-001-555-937",600,600,"https://www.molport.com/shop/molecule-link/MolPort-001-555-937"
"OC(=O)C1=CC(=C(c2ccc(c(c2)C(=O)O)O)c2ccc(c(c2)C(=O)O)O)C=CC1=O","EXACT","FOUND","Search completed!","N.N.N.OC(=O)C1=CC(C=CC1=O)=C(c1ccc(O)c(c1)C(O)=O)c1ccc(O)c(c1)C(O)=O","MolPort-001-761-198",300000,300000,"https://www.molport.com/shop/molecule-link/MolPort-001-761-198"
"COc1ccc(cc1)n1c(SCC(=O)NC2CCCC2)nnc1Cc1cc(O)nc(n1)O","EXACT","FOUND","Search completed!","COc1ccc(cc1)-n1c(Cc2cc(=O)[nH]c(=O)[nH]2)nnc1SCC(=O)NC1CCCC1","MolPort-003-039-390",300,300,"https://www.molport.com/shop/molecule-link/MolPort-003-039-390"
"OC(=O)CC[C@@H](C(=O)N)NC(=O)OC(C)(C)C","EXACT","FOUND","Search completed!","CC(C)(C)OC(=O)N[C@@H](CCC(O)=O)C(N)=O","MolPort-004-964-834",100000,100000,"https://www.molport.com/shop/molecule-link/MolPort-004-964-834"
"O=C(c1[nH]nc(c1Br)[N+](=O)[O-])Nc1cccc(c1C)C","EXACT","FOUND","Search completed!","Cc1cccc(NC(=O)c2[nH]nc(c2Br)[N+]([O-])=O)c1C","MolPort-001-505-694",100,100,"https://www.molport.com/shop/molecule-link/MolPort-001-505-694"
"O=C1CC(C)(C)CC2=C1CC1=C(N2)CC(CC1=O)(C)C","EXACT","FOUND","Search completed!","CC1(C)CC(=O)C2=C(C1)NC1=C(C2)C(=O)CC(C)(C)C1","MolPort-000-225-364",500,500,"https://www.molport.com/shop/molecule-link/MolPort-000-225-364"
"COC(=O)c1c(NC(=O)COc2ccc(c(c2)C)C)sc2c1CCC2","EXACT","FOUND","Search completed!","COC(=O)c1c(NC(=O)COc2ccc(C)c(C)c2)sc2CCCc12","MolPort-002-047-584",40,40,"https://www.molport.com/shop/molecule-link/MolPort-002-047-584"
"OC(=O)c1ccc2c(c1)C1C=CCC1C(N2)c1cccc2c1cccc2","EXACT","FOUND","Search completed!","OC(=O)c1ccc2NC(C3CC=CC3c2c1)c1cccc2ccccc12","MolPort-001-936-601",5,20,"https://www.molport.com/shop/molecule-link/MolPort-001-936-601"
"COc1cc2CN(CCc2cc1OC)C(=O)CSc1nnc(s1)C","EXACT","FOUND","Search completed!","COc1cc2CCN(Cc2cc1OC)C(=O)CSc1nnc(C)s1","MolPort-000-633-192",300,300,"https://www.molport.com/shop/molecule-link/MolPort-000-633-192"
"Clc1ccc2c(c1)c(c1ccccc1)c1c(n2)CCCCC1","EXACT","FOUND","Search completed!","Cl.Clc1ccc2nc3CCCCCc3c(-c3ccccc3)c2c1","MolPort-004-082-550",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-082-550"
"O=C(NC(C(C)C)C)COc1ncnc2c1ccs2","EXACT","FOUND","Search completed!","CC(C)C(C)NC(=O)COc1ncnc2sccc12","MolPort-004-061-242",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-061-242"
"Fc1ccc(cc1)Cn1c2sc(c(c2c(=O)n(c1=O)Cc1ccccc1)C)C","EXACT","FOUND","Search completed!","Cc1sc2n(Cc3ccc(F)cc3)c(=O)n(Cc3ccccc3)c(=O)c2c1C","MolPort-007-605-840",30,30,"https://www.molport.com/shop/molecule-link/MolPort-007-605-840"
"O=C(c1cnccn1)Nc1ccc(cc1)Oc1ccccc1","EXACT","FOUND","Search completed!","O=C(Nc1ccc(Oc2ccccc2)cc1)c1cnccn1","MolPort-001-543-828",6300,6300,"https://www.molport.com/shop/molecule-link/MolPort-001-543-828"
"COc1cccc(c1)C1N(CCCN2CCOCC2)C(=O)C(=C1C(=O)c1ccc(cc1)OC(C)C)O","EXACT","FOUND","Search completed!","COc1cccc(c1)C1N(CCCN2CCOCC2)C(=O)C(O)=C1C(=O)c1ccc(OC(C)C)cc1","MolPort-000-448-077",300,300,"https://www.molport.com/shop/molecule-link/MolPort-000-448-077"
"CCC1(OCC(=O)c2c1[nH]c1c2cccc1CC)CC(=O)O","EXACT","FOUND","Search completed!","CCc1cccc2c3c([nH]c12)C(CC)(CC(O)=O)OCC3=O","MolPort-003-849-731",12,12,"https://www.molport.com/shop/molecule-link/MolPort-003-849-731"
"CCCCc1sc2=NS(=O)(=O)CCn2n1","EXACT","FOUND","Search completed!","CCCCC1=NN2CCS(=O)(=O)N=C2S1","MolPort-004-013-504",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-013-504"
"Cc1ccc(nn1)N1CCCC2(C1)COCCN(C2)c1nccs1","EXACT","FOUND","Search completed!","OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1ccc(nn1)N1CCCC2(C1)COCCN(C2)c1nccs1","MolPort-047-672-265",0,25,"https://www.molport.com/shop/molecule-link/MolPort-047-672-265"
"COc1cc(ccc1OC)C(=O)NC(c1nc2c(n1CC(C)C)cccc2)C","EXACT","FOUND","Search completed!","COc1ccc(cc1OC)C(=O)NC(C)c1nc2ccccc2n1CC(C)C","MolPort-000-479-456",300,300,"https://www.molport.com/shop/molecule-link/MolPort-000-479-456"
"CC(c1ccc(cc1)N1C=Nc2c(C1)cc(cc2)C(C)C)C","EXACT","FOUND","Search completed!","CC(C)c1ccc(cc1)N1Cc2cc(ccc2N=C1)C(C)C","MolPort-002-912-011",4000,4000,"https://www.molport.com/shop/molecule-link/MolPort-002-912-011"
"COC(=O)c1ccccc1NC(=O)Cn1c2ccsc2c(=O)n(c1=O)c1ccc(cc1)F","EXACT","FOUND","Search completed!","COC(=O)c1ccccc1NC(=O)Cn1c2ccsc2c(=O)n(-c2ccc(F)cc2)c1=O","MolPort-007-604-796",100,100,"https://www.molport.com/shop/molecule-link/MolPort-007-604-796"
"OC(COC1CCC(CC1)C(C)(C)C)CNC(c1ccccc1)C","EXACT","FOUND","Search completed!","Cl.CC(NCC(O)COC1CCC(CC1)C(C)(C)C)c1ccccc1","MolPort-002-181-732",10,10,"https://www.molport.com/shop/molecule-link/MolPort-002-181-732"
"O=C(CN(S(=O)(=O)c1ccc2c(c1)C(C)(C)C(=O)N2C)C)Nc1ccc(c(c1)Cl)F","EXACT","FOUND","Search completed!","CN(CC(=O)Nc1ccc(F)c(Cl)c1)S(=O)(=O)c1ccc2N(C)C(=O)C(C)(C)c2c1","MolPort-007-724-280",3,3,"https://www.molport.com/shop/molecule-link/MolPort-007-724-280"
"N#Cc1c(C)cc(n(c1=O)c1ccc(c(c1)Cl)C)C","EXACT","FOUND","Search completed!","Cc1ccc(cc1Cl)-n1c(C)cc(C)c(C#N)c1=O","MolPort-002-005-699",300,300,"https://www.molport.com/shop/molecule-link/MolPort-002-005-699"
"Fc1ccc(cc1)N(S(=O)(=O)c1ccccc1)CC(=O)Nc1c(=O)n(n(c1C)C)c1ccccc1","EXACT","FOUND","Search completed!","Cc1c(NC(=O)CN(c2ccc(F)cc2)S(=O)(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C","MolPort-002-182-651",200,200,"https://www.molport.com/shop/molecule-link/MolPort-002-182-651"
"COC(=O)c1ccc(cc1)NC(=O)C1CC2c3c(C1c1c2cccc1)cccc3","EXACT","FOUND","Search completed!","COC(=O)c1ccc(NC(=O)C2CC3c4ccccc4C2c2ccccc32)cc1","MolPort-001-940-215",100,100,"https://www.molport.com/shop/molecule-link/MolPort-001-940-215"
"Fc1ccc(cc1)S(=O)(=O)N(c1ccccn1)CC(=O)Nc1ccc(cc1F)F","EXACT","FOUND","Search completed!","Fc1ccc(cc1)S(=O)(=O)N(CC(=O)Nc1ccc(F)cc1F)c1ccccn1","MolPort-002-851-131",1700,1700,"https://www.molport.com/shop/molecule-link/MolPort-002-851-131"
"CCOC(=O)N1CCN(CC1)C(=O)c1ccc(cc1)NC(=O)CC","EXACT","FOUND","Search completed!","CCOC(=O)N1CCN(CC1)C(=O)c1ccc(NC(=O)CC)cc1","MolPort-002-095-576",50,50,"https://www.molport.com/shop/molecule-link/MolPort-002-095-576"
"COc1ccc(cc1)NC(=O)N1CCc2c(C1c1ccccc1OC)sc1c2CCCC1","EXACT","FOUND","Search completed!","COc1ccc(NC(=O)N2CCc3c4CCCCc4sc3C2c2ccccc2OC)cc1","MolPort-007-740-146",5,5,"https://www.molport.com/shop/molecule-link/MolPort-007-740-146"
"Cc1ccc(cc1)C(=O)Nc1cccc(c1)c1cn2c(n1)nccc2","EXACT","FOUND","Search completed!","Cc1ccc(cc1)C(=O)Nc1cccc(c1)-c1cn2cccnc2n1","MolPort-003-042-864",50,50,"https://www.molport.com/shop/molecule-link/MolPort-003-042-864"
"CCN1CCN(CC1)c1nc(Nc2ccc(cc2)Cl)c(c(n1)N)[N+](=O)[O-]","EXACT","FOUND","Search completed!","CCN1CCN(CC1)c1nc(N)c(c(Nc2ccc(Cl)cc2)n1)[N+]([O-])=O","MolPort-000-492-786",300,300,"https://www.molport.com/shop/molecule-link/MolPort-000-492-786"
"COc1cccc(c1)NC(=O)COC(=O)c1c(C)noc1C","EXACT","FOUND","Search completed!","COc1cccc(NC(=O)COC(=O)c2c(C)noc2C)c1","MolPort-003-311-554",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-311-554"
"Cc1onc(c1)NC(=O)c1ccc(cc1)NC(=O)c1cccs1","EXACT","FOUND","Search completed!","Cc1cc(NC(=O)c2ccc(NC(=O)c3cccs3)cc2)no1","MolPort-001-626-463",50,50,"https://www.molport.com/shop/molecule-link/MolPort-001-626-463"
"O=C1N(C)Cc2c1cccc2","EXACT","FOUND","Search completed!","CN1Cc2ccccc2C1=O","MolPort-002-355-346",250,250,"https://www.molport.com/shop/molecule-link/MolPort-002-355-346"
"CCOc1c(O)ccc(c1[N+](=O)[O-])C1NC(=O)N(C(=C1C(=O)OC)C)C","EXACT","FOUND","Search completed!","CCOc1c(O)ccc(C2NC(=O)N(C)C(C)=C2C(=O)OC)c1[N+]([O-])=O","MolPort-002-252-411",5,5,"https://www.molport.com/shop/molecule-link/MolPort-002-252-411"
"C=CCn1c(SCc2ccccc2)nc2c(c1=O)C(C)(C)Cc1c2cccc1","EXACT","FOUND","Search completed!","CC1(C)Cc2ccccc2-c2nc(SCc3ccccc3)n(CC=C)c(=O)c12","MolPort-002-409-104",200,200,"https://www.molport.com/shop/molecule-link/MolPort-002-409-104"
"COc1ccc2c(c1)[nH]c(c2CNCc1ccc(cc1)OC(C)C)C(=O)O","EXACT","FOUND","Search completed!","COc1ccc2c(CNCc3ccc(OC(C)C)cc3)c([nH]c2c1)C(O)=O","MolPort-010-972-788",3,3,"https://www.molport.com/shop/molecule-link/MolPort-010-972-788"
"CCc1sc(nc1c1ccccc1)N","EXACT","FOUND","Search completed!","CCc1sc(N)nc1-c1ccccc1","MolPort-001-554-820",5000,25000,"https://www.molport.com/shop/molecule-link/MolPort-001-554-820"
"O=C(Nc1ccc(cc1)S(=O)(=O)Nc1cc(C)nc(n1)C)C=Cc1ccc(cc1)Br","ISOMER","FOUND","Search completed!","Cc1cc(NS(=O)(=O)c2ccc(NC(=O)\C=C\c3ccc(Br)cc3)cc2)nc(C)n1","MolPort-001-540-193",200,200,"https://www.molport.com/shop/molecule-link/MolPort-001-540-193"
"Fc1ccccc1CSc1n[nH]cn1","EXACT","FOUND","Search completed!","Fc1ccccc1CSc1nnc[nH]1","MolPort-006-872-165",100,100,"https://www.molport.com/shop/molecule-link/MolPort-006-872-165"
"Cc1ccc(cc1)CSc1ccc2n(n1)c(nn2)c1cccs1","EXACT","FOUND","Search completed!","Cc1ccc(CSc2ccc3nnc(-c4cccs4)n3n2)cc1","MolPort-003-077-400",75,75,"https://www.molport.com/shop/molecule-link/MolPort-003-077-400"
"OC(COC1CC(C)CCC1C(C)C)CNC(c1ccccc1)C","EXACT","FOUND","Search completed!","Cl.CC(C)C1CCC(C)CC1OCC(O)CNC(C)c1ccccc1","MolPort-004-017-346",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-017-346"
"NNC(=O)c1ccc(cc1)COc1ccc2c(c1)cccc2","EXACT","FOUND","Search completed!","NNC(=O)c1ccc(COc2ccc3ccccc3c2)cc1","MolPort-000-161-783",10000,10000,"https://www.molport.com/shop/molecule-link/MolPort-000-161-783"
"CCN(c1cccc(c1)C)CCCNC(=O)c1cc2c(s1)nc1c(c2)cc(cc1)OC","EXACT","FOUND","Search completed!","CCN(CCCNC(=O)c1cc2cc3cc(OC)ccc3nc2s1)c1cccc(C)c1","MolPort-010-970-098",50,50,"https://www.molport.com/shop/molecule-link/MolPort-010-970-098"
"OC(=O)C(=O)O.COC(=O)c1cc(NC(=O)CN(C2CCS(=O)(=O)C2)C)cc(c1)C(=O)OC","EXACT","FOUND","Search completed!","OC(=O)C(O)=O.COC(=O)c1cc(NC(=O)CN(C)C2CCS(=O)(=O)C2)cc(c1)C(=O)OC","MolPort-004-283-275",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-283-275"
"COc1cc(CCNC(=O)CN2c3cccc4c3c(S2(=O)=O)ccc4)ccc1OC","EXACT","FOUND","Search completed!","COc1ccc(CCNC(=O)CN2c3cccc4cccc(c34)S2(=O)=O)cc1OC","MolPort-002-001-598",3,3,"https://www.molport.com/shop/molecule-link/MolPort-002-001-598"
"CCCN1CCCC(C1)CNC(=O)c1ccc(cc1)c1ccccc1","EXACT","FOUND","Search completed!","CCCN1CCCC(CNC(=O)c2ccc(cc2)-c2ccccc2)C1","MolPort-005-163-557",25,25,"https://www.molport.com/shop/molecule-link/MolPort-005-163-557"
"[O-][Cl](=O)(=O)=O.Cc1cc(C)[n+]2c(n1)c1ccccc1c(n2)N","EXACT","FOUND","Search completed!","[Cl-].Cc1cc(C)[n+]2nc(N)c3ccccc3c2n1","MolPort-016-634-872",10000,10000,"https://www.molport.com/shop/molecule-link/MolPort-016-634-872"
"OC(=O)[C@@H](CC(=O)c1ccc(cc1)Cl)NCCc1c[nH]c2c1cccc2","RACEMATE","FOUND","Search completed!","OC(=O)C(CC(=O)c1ccc(Cl)cc1)NCCc1c[nH]c2ccccc12","MolPort-002-884-866",0,20,"https://www.molport.com/shop/molecule-link/MolPort-002-884-866"
"OC(=O)C(CC(=O)c1ccc(cc1)Cl)NCCc1c[nH]c2c1cccc2","EXACT","FOUND","Search completed!","OC(=O)C(CC(=O)c1ccc(Cl)cc1)NCCc1c[nH]c2ccccc12","MolPort-002-884-866",0,20,"https://www.molport.com/shop/molecule-link/MolPort-002-884-866"
"Nc1snc(n1)c1ccncc1","EXACT","FOUND","Search completed!","Nc1nc(ns1)-c1ccncc1","MolPort-009-194-553",10000,10000,"https://www.molport.com/shop/molecule-link/MolPort-009-194-553"
"CCOC(=O)c1ccc(cc1)NC(=O)CSCc1c(Cl)cccc1Cl","EXACT","FOUND","Search completed!","CCOC(=O)c1ccc(NC(=O)CSCc2c(Cl)cccc2Cl)cc1","MolPort-002-256-854",100,100,"https://www.molport.com/shop/molecule-link/MolPort-002-256-854"
"CCNc1nc2c(n1CC(COc1ccc(c(c1)C)C)O)c(=O)n(c(=O)n2C)C","EXACT","FOUND","Search completed!","CCNc1nc2n(C)c(=O)n(C)c(=O)c2n1CC(O)COc1ccc(C)c(C)c1","MolPort-002-028-437",200,200,"https://www.molport.com/shop/molecule-link/MolPort-002-028-437"
"CCc1ccc(cc1)NC(=O)CSc1nnc(n1N)SCC(=O)Nc1ccc(cc1)CC","EXACT","FOUND","Search completed!","CCc1ccc(NC(=O)CSc2nnc(SCC(=O)Nc3ccc(CC)cc3)n2N)cc1","MolPort-005-843-764",100,100,"https://www.molport.com/shop/molecule-link/MolPort-005-843-764"
"CCN(c1nc2c(n1CC(COc1ccc(c(c1)C)C)O)c(=O)[nH]c(=O)n2C)CC","EXACT","FOUND","Search completed!","CCN(CC)c1nc2n(C)c(=O)[nH]c(=O)c2n1CC(O)COc1ccc(C)c(C)c1","MolPort-002-028-426",100,100,"https://www.molport.com/shop/molecule-link/MolPort-002-028-426"
"CCc1ccc(cc1)NC(=O)Cn1cc(C(=O)c2ccc(cc2)CC)c(=O)c2c1cccc2","EXACT","FOUND","Search completed!","CCc1ccc(NC(=O)Cn2cc(C(=O)c3ccc(CC)cc3)c(=O)c3ccccc23)cc1","MolPort-003-072-219",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-072-219"
"COc1ccc(cc1)c1nc(SCC(=O)NCc2nc3c(n2C)cccc3)n2c(n1)cc(=O)[nH]2","EXACT","FOUND","Search completed!","COc1ccc(cc1)-c1nc(SCC(=O)NCc2nc3ccccc3n2C)n2[nH]c(=O)cc2n1","MolPort-007-830-233",75,75,"https://www.molport.com/shop/molecule-link/MolPort-007-830-233"
"NNC(=O)C1CCC(CC1)C(=O)NN","EXACT","FOUND","Search completed!","NNC(=O)C1CCC(CC1)C(=O)NN","MolPort-001-509-876",1100,5000,"https://www.molport.com/shop/molecule-link/MolPort-001-509-876"
"Cc1[nH]nc(c1C1COCCN1C(=O)c1n[nH]c2c1cccc2)C","EXACT","FOUND","Search completed!","Cc1n[nH]c(C)c1C1COCCN1C(=O)c1n[nH]c2ccccc12","MolPort-028-938-555",30,30,"https://www.molport.com/shop/molecule-link/MolPort-028-938-555"
"CCN(C(=O)CSc1n[nH]cn1)Cc1ccccc1","EXACT","FOUND","Search completed!","CCN(Cc1ccccc1)C(=O)CSc1nnc[nH]1","MolPort-004-006-082",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-006-082"
"O=C(NCc1ccncc1)COc1ccc(cc1Cl)Cl","EXACT","FOUND","Search completed!","Clc1ccc(OCC(=O)NCc2ccncc2)c(Cl)c1","MolPort-001-487-895",500,500,"https://www.molport.com/shop/molecule-link/MolPort-001-487-895"
"O=C(Nc1sc2c(n1)c(F)c(c(c2)F)F)COC(=O)C12CC3CC(C2)CC(C1)C3","EXACT","FOUND","Search completed!","Fc1cc2sc(NC(=O)COC(=O)C34CC5CC(CC(C5)C3)C4)nc2c(F)c1F","MolPort-003-999-343",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-999-343"
"Cc1ccc(cc1)CNC(=O)C(=O)NCC(c1ccco1)N1CCOCC1","EXACT","FOUND","Search completed!","Cc1ccc(CNC(=O)C(=O)NCC(N2CCOCC2)c2ccco2)cc1","MolPort-003-126-101",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-126-101"
"O=C(Nc1ccc(cc1C)C)Cc1csc(n1)NC(=O)Nc1ccccc1","EXACT","FOUND","Search completed!","Cc1ccc(NC(=O)Cc2csc(NC(=O)Nc3ccccc3)n2)c(C)c1","MolPort-003-103-989",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-103-989"
"Cc1ccc(cc1)CN1CCN(CC1)N=C(c1ccc(cc1)Cl)C","ISOMER","FOUND","Search completed!","C\C(=N\N1CCN(Cc2ccc(C)cc2)CC1)c1ccc(Cl)cc1","MolPort-002-589-265",400,400,"https://www.molport.com/shop/molecule-link/MolPort-002-589-265"
"CC(Cc1ccc(cc1)/C=C/C(=O)N1CCCCC1)C","EXACT","FOUND","Search completed!","CC(C)Cc1ccc(\C=C\C(=O)N2CCCCC2)cc1","MolPort-002-885-004",700,700,"https://www.molport.com/shop/molecule-link/MolPort-002-885-004"
"Clc1ccccc1CNC(=O)c1cc2c(n1C)c1c(o2)cccc1","EXACT","FOUND","Search completed!","Cn1c(cc2oc3ccccc3c12)C(=O)NCc1ccccc1Cl","MolPort-007-671-691",100,100,"https://www.molport.com/shop/molecule-link/MolPort-007-671-691"
"CCOC(=O)C1=C(C)N=c2n(C1c1cc(OC)ccc1OC)c(=O)c(=Cc1ccc(cc1)C)s2","ISOMER","FOUND","Search completed!","CCOC(=O)C1=C(C)N=c2s\c(=C/c3ccc(C)cc3)c(=O)n2C1c1cc(OC)ccc1OC","MolPort-002-170-897",300,300,"https://www.molport.com/shop/molecule-link/MolPort-002-170-897"
"C/C(=N/NC(=N)N)/C=N/NC(=N)N","RACEMATE","FOUND","Search completed!","CC(C=NNC(N)=N)=NNC(N)=N","MolPort-035-765-448",10000,10000,"https://www.molport.com/shop/molecule-link/MolPort-035-765-448"
"Brc1ccc2c(c1)C=CC(=O)C2=O","EXACT","FOUND","Search completed!","Brc1ccc2C(=O)C(=O)C=Cc2c1","MolPort-002-319-709",110000,110000,"https://www.molport.com/shop/molecule-link/MolPort-002-319-709"
"Ic1ccc(cc1)OCCOc1cccc2c1nccc2","EXACT","FOUND","Search completed!","Ic1ccc(OCCOc2cccc3cccnc23)cc1","MolPort-002-203-602",50,50,"https://www.molport.com/shop/molecule-link/MolPort-002-203-602"
"CC(=O)Nc1ccccc1c1nc2ccccc2n(c1=O)Cc1cccc(c1)Br","EXACT","FOUND","Search completed!","CC(=O)Nc1ccccc1-c1nc2ccccc2n(Cc2cccc(Br)c2)c1=O","MolPort-007-703-004",75,75,"https://www.molport.com/shop/molecule-link/MolPort-007-703-004"
"COc1cc(OC)c(cc1C1C=C(Nc2n1ncn2)C(=O)O)OC","EXACT","FOUND","Search completed!","COc1cc(OC)c(cc1OC)C1C=C(Nc2ncnn12)C(O)=O","MolPort-006-386-418",300,300,"https://www.molport.com/shop/molecule-link/MolPort-006-386-418"
"O=C(COc1ccc(cc1)N(S(=O)(=O)c1ccc(cc1)NC(=O)C)C)OCC(=O)Nc1ccc(cc1)OC(F)F","EXACT","FOUND","Search completed!","CN(c1ccc(OCC(=O)OCC(=O)Nc2ccc(OC(F)F)cc2)cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1","MolPort-005-855-082",200,200,"https://www.molport.com/shop/molecule-link/MolPort-005-855-082"
"CCCCc1cc(=O)oc2c1ccc(c2)OCC(=O)N1CCC(CC1)C(=O)N","EXACT","FOUND","Search completed!","CCCCc1cc(=O)oc2cc(OCC(=O)N3CCC(CC3)C(N)=O)ccc12","MolPort-002-524-122",300,300,"https://www.molport.com/shop/molecule-link/MolPort-002-524-122"
"COc1cc(CCNc2cc(ccc2[N+](=O)[O-])N2CCN(CC2)C(=O)c2ccc(cc2)C)ccc1OC","EXACT","FOUND","Search completed!","COc1ccc(CCNc2cc(ccc2[N+]([O-])=O)N2CCN(CC2)C(=O)c2ccc(C)cc2)cc1OC","MolPort-000-714-273",300,300,"https://www.molport.com/shop/molecule-link/MolPort-000-714-273"
"CCCCOc1ccc(cc1)C(=O)NCC(=O)N1CC(C)CC(C1)C","EXACT","FOUND","Search completed!","CCCCOc1ccc(cc1)C(=O)NCC(=O)N1CC(C)CC(C)C1","MolPort-009-509-965",200,200,"https://www.molport.com/shop/molecule-link/MolPort-009-509-965"
"CC(c1cc(CN2CCOCC2)cc(c1O)C(C)C)C","EXACT","FOUND","Search completed!","CC(C)c1cc(CN2CCOCC2)cc(C(C)C)c1O","MolPort-002-125-865",1100,1100,"https://www.molport.com/shop/molecule-link/MolPort-002-125-865"
"O=C(Nc1c[nH]nc1)NCc1ccc(cc1)C(=O)N","EXACT","FOUND","Search completed!","NC(=O)c1ccc(CNC(=O)Nc2cn[nH]c2)cc1","MolPort-019-660-551",100,100,"https://www.molport.com/shop/molecule-link/MolPort-019-660-551"
"Brc1cccc(c1)CN(C(=O)c1ccco1)C1CCS(=O)(=O)C1","EXACT","FOUND","Search completed!","Brc1cccc(CN(C2CCS(=O)(=O)C2)C(=O)c2ccco2)c1","MolPort-000-483-771",300,300,"https://www.molport.com/shop/molecule-link/MolPort-000-483-771"
"COc1ccc(cc1Cl)C(=O)Nc1ccc2c(c1)C(=O)c1c(C2=O)cccc1","EXACT","FOUND","Search completed!","COc1ccc(cc1Cl)C(=O)Nc1ccc2C(=O)c3ccccc3C(=O)c2c1","MolPort-002-191-730",100,100,"https://www.molport.com/shop/molecule-link/MolPort-002-191-730"
"COc1ccc(cc1)CNc1nc(nn1C(=O)c1ccc(cc1)F)c1ccco1","EXACT","FOUND","Search completed!","COc1ccc(CNc2nc(nn2C(=O)c2ccc(F)cc2)-c2ccco2)cc1","MolPort-007-688-038",200,200,"https://www.molport.com/shop/molecule-link/MolPort-007-688-038"
"O=C(CCC(=O)N1CCOc2c1cc(Cl)cc2)NCCCN1CCN(CC1)c1cc(C)ccc1C","EXACT","FOUND","Search completed!","Cc1ccc(C)c(c1)N1CCN(CCCNC(=O)CCC(=O)N2CCOc3ccc(Cl)cc23)CC1","MolPort-007-717-079",100,100,"https://www.molport.com/shop/molecule-link/MolPort-007-717-079"
"Oc1ccc(cc1)N1C(=O)C2C(C1=O)C1C=CC2C2C1C1C2C(=O)N(C1=O)c1ccc(cc1)O","EXACT","FOUND","Search completed!","Oc1ccc(cc1)N1C(=O)C2C3C(C2C1=O)C1C=CC3C2C1C(=O)N(C2=O)c1ccc(O)cc1","MolPort-001-958-174",300,300,"https://www.molport.com/shop/molecule-link/MolPort-001-958-174"
"CCC(=O)c1ccc(cc1)OCC(=O)OC(C(=O)Nc1c(C)n(n(c1=O)c1ccccc1)C)C","EXACT","FOUND","Search completed!","CCC(=O)c1ccc(OCC(=O)OC(C)C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1","MolPort-009-244-509",300,300,"https://www.molport.com/shop/molecule-link/MolPort-009-244-509"
"CCCC(=O)Nc1ccc(cc1)N1CCOCC1","EXACT","FOUND","Search completed!","CCCC(=O)Nc1ccc(cc1)N1CCOCC1","MolPort-001-956-629",1700,1700,"https://www.molport.com/shop/molecule-link/MolPort-001-956-629"
"O=C(C1=C(C)NC(=C(C1c1ccc(cc1)Cl)C(=O)OCc1ccccc1)C)OCc1ccccc1","EXACT","FOUND","Search completed!","CC1=C(C(C(C(=O)OCc2ccccc2)=C(C)N1)c1ccc(Cl)cc1)C(=O)OCc1ccccc1","MolPort-000-419-050",100,100,"https://www.molport.com/shop/molecule-link/MolPort-000-419-050"
"CCOC(=O)c1csc(n1)n1nc(cc1C(F)(F)F)C","EXACT","FOUND","Search completed!","CCOC(=O)c1csc(n1)-n1nc(C)cc1C(F)(F)F","MolPort-001-777-502",100000,100000,"https://www.molport.com/shop/molecule-link/MolPort-001-777-502"
"O=C(N(c1nc2c(s1)cccc2Cl)Cc1cccnc1)C1COc2c(O1)cccc2","EXACT","FOUND","Search completed!","Clc1cccc2sc(nc12)N(Cc1cccnc1)C(=O)C1COc2ccccc2O1","MolPort-003-128-915",200,200,"https://www.molport.com/shop/molecule-link/MolPort-003-128-915"
